caseId,category,format,family,formatKey,inputPath,caseFolderPath,status,baselineWon,winnerAccepted,winnerKind,winnerStrategyLabel,baselineAggregate,winnerAggregate,delta,baselineConfidence,winnerConfidence,winnerConfidenceDelta,reviewPriority,whyReview,shortSummary,topTags,topRejectionReasons,dominantTags,dominantPenalties,issueCodes,structuralStatus,verdict,score,bestRejectedCandidateKind,bestRejectedCandidateId,bestRejectedCandidateStrategy,bestRejectedCandidateAggregate,bestRejectedCandidateDelta,bestRejectedCandidateConfidence,bestRejectedCandidateRejectionReasons,bestRejectedCandidatePrimaryBlocker,bestRejectedCandidateOnlyBlockedByOneGate,bestRejectedCandidateWouldBeatBaseline,bestRejectedCandidateWouldImproveConfidence,hasPositiveRejectedCandidate,hasSingleGateBlockedCandidate,blockedByRolePlacement,blockedByLegacySafety,blockedByNoNetGain,blockedBySpacing,blockedByAggregateBelowBaseline,needsHumanAttention,humanVerdictPresent,fixedVsBaseline,humanAcceptedWinner,machineHumanAgreement,agreementType,reportPath,telemetryPath,calibrationPath,winnerPath,baselinePath,notesPath,previewBaselinePath,previewWinnerPath
"sq-balance-empty-side-png","balance","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-empty-side-png\notes.json","",""
"sq-balance-left-heavy","balance","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-left-heavy\notes.json","",""
"sq-balance-weak-image-png","balance","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\balance\square\sq-balance-weak-image-png\notes.json","",""
"sq-cta-low-contrast-hidden","cta","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-low-contrast-hidden\notes.json","",""
"sq-cta-overlay-block-png","cta","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\cta\square\sq-cta-overlay-block-png\notes.json","",""
"sq-grid-misaligned-blocks","grid","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\grid\square\sq-grid-misaligned-blocks\notes.json","",""
"sq-image-missing-text-only","image_presence","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-missing-text-only\notes.json","",""
"sq-image-weak-product-small","image_presence","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\image_presence\square\sq-image-weak-product-small\notes.json","",""
"sq-layout-overlap-elements","layout_overlap","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\layout_overlap\square\sq-layout-overlap-elements\notes.json","",""
"sq-spacing-cramped-beauty","spacing","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-beauty\notes.json","",""
"sq-spacing-cramped-png","spacing","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\notes.json","",""
"sq-spacing-overflow-airy","spacing","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\notes.json","",""
